ID	GeneID	geneSymbol	chr	strand	IncLevel1	IncLevel2	PValue	event
1768	ENSG00000122390.17_2	NAA60	chr16	+	1.0,0.502,0.0,NA,0.0,1.0,0.0,0.0,NA,NA,1.0,NA,NA	NA,NA,NA,NA,0.0,0.0,NA,NA,NA,NA	1	MXE
1784	ENSG00000112320.11_1	SOBP	chr6	+	NA,1.0,NA,NA,0.0,1.0,NA,NA,NA,NA,1.0,NA,NA	1.0,NA,NA,NA,NA,NA,1.0,NA,1.0,NA	1	MXE
1788	ENSG00000181790.10_2	ADGRB1	chr8	+	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	1	MXE
1793	ENSG00000136754.16_2	ABI1	chr10	-	NA,0.419,NA,1.0,NA,0.0,NA,NA,NA,NA,1.0,NA,NA	0.0,1.0,NA,NA,NA,0.023,0.788,NA,NA,NA	1	MXE
1794	ENSG00000136754.16_2	ABI1	chr10	-	NA,0.377,NA,1.0,NA,0.0,NA,NA,1.0,NA,1.0,NA,NA	0.0,1.0,NA,NA,NA,0.0,0.0,1.0,NA,NA	1	MXE
1799	ENSG00000197555.9_2	SIPA1L1	chr14	+	NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	1	MXE
1800	ENSG00000197555.9_2	SIPA1L1	chr14	+	NA,0.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0	1	MXE
1805	ENSG00000074054.17_2	CLASP1	chr2	-	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	1	MXE
1822	ENSG00000177058.11_2	SLC38A9	chr5	-	NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,0.0,NA,NA,NA,NA,NA,NA,NA,0.638	1	MXE
1825	ENSG00000186575.17_2	NF2	chr22	+	NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA	1.0,NA,NA,NA,NA,0.0,NA,NA,NA,NA	1	MXE
1826	ENSG00000181523.12_1	SGSH	chr17	-	NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.0,NA,NA,NA,0.0,1.0,NA,NA,NA,NA	1	MXE
1841	ENSG00000163681.14_2	SLMAP	chr3	+	NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	1	MXE
1844	ENSG00000066427.21_2	ATXN3	chr14	-	NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA	1	MXE
1861	ENSG00000109107.13_2	ALDOC	chr17	-	1.0,0.435,NA,1.0,NA,1.0,NA,0.0,1.0,NA,0.749,0.668,1.0	NA,0.0,NA,1.0,0.0,0.226,0.723,NA,1.0,NA	1	MXE
1864	ENSG00000029364.11_1	SLC39A9	chr14	+	1.0,0.442,NA,1.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA	NA,NA,NA,NA,NA,1.0,1.0,NA,NA,NA	1	MXE
1865	ENSG00000168002.11_2	POLR2G	chr11	+	0.0,0.882,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,NA	NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA	1	MXE
1870	ENSG00000164904.16_2	ALDH7A1	chr5	-	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	1	MXE
1875	ENSG00000050748.17_2	MAPK9	chr5	-	NA,1.0,NA,NA,NA,NA,NA,NA,1.0,NA,1.0,0.006,NA	NA,NA,NA,NA,NA,NA,1.0,1.0,1.0,NA	1	MXE
1889	ENSG00000126226.21_2	PCID2	chr13	-	NA,NA,NA,NA,NA,1.0,NA,NA,0.0,NA,NA,NA,NA	NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA	1	MXE
1891	ENSG00000176986.15_1	SEC24C	chr10	+	0.0,1.0,NA,NA,NA,0.0,NA,1.0,0.0,NA,0.0,NA,NA	NA,NA,NA,NA,0.0,NA,0.0,NA,NA,0.0	1	MXE
1893	ENSG00000075711.20_2	DLG1	chr3	-	NA,0.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA	1	MXE
1894	ENSG00000075711.20_2	DLG1	chr3	-	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,0.0,NA,NA,1.0	1	MXE
1895	ENSG00000075711.20_2	DLG1	chr3	-	1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA	1.0,NA,NA,NA,NA,NA,0.994,NA,NA,NA	1	MXE
1896	ENSG00000135299.16_2	ANKRD6	chr6	+	0.0,0.0,NA,1.0,NA,NA,NA,NA,NA,NA,0.0,1.0,NA	NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA	1	MXE
1897	ENSG00000277363.4_2	SRCIN1	chr17	-	1.0,1.0,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA	0.0,1.0,NA,NA,NA,1.0,NA,1.0,1.0,NA	1	MXE
1898	ENSG00000277363.4_2	SRCIN1	chr17	-	1.0,1.0,NA,NA,NA,1.0,NA,NA,NA,NA,0.0,NA,NA	NA,1.0,NA,NA,NA,1.0,NA,1.0,0.031,NA	1	MXE
1916	ENSG00000143363.15_2	PRUNE1	chr1	+	1.0,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,0.0,NA,NA,NA	1	MXE
1923	ENSG00000197530.12_2	MIB2	chr1	+	NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,0.0,NA,NA	NA,1.0,NA,NA,NA,1.0,NA,NA,NA,NA	1	MXE
1927	ENSG00000138101.18_2	DTNB	chr2	-	NA,0.0,NA,NA,NA,0.0,NA,0.0,NA,NA,0.0,NA,NA	NA,NA,NA,NA,NA,1.0,NA,NA,NA,0.0	1	MXE
1929	ENSG00000137171.14_2	KLC4	chr6	+	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	1	MXE
1931	ENSG00000007341.18_1	ST7L	chr1	-	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA	1	MXE
1934	ENSG00000167733.13_2	HSD11B1L	chr19	+	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA	1	MXE
1935	ENSG00000167733.13_2	HSD11B1L	chr19	+	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.0,NA,NA,NA,NA,0.0,0.0,0.0,NA,NA	1	MXE
1939	ENSG00000119688.20_2	ABCD4	chr14	-	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,1.0,NA,NA,0.0	1	MXE
1948	ENSG00000145428.14_2	RNF175	chr4	-	NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,1.0,NA,1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0	1	MXE
1958	ENSG00000143727.15_1	ACP1	chr2	+	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA	0.0,NA,NA,NA,NA,NA,NA,0.143,NA,NA	1	MXE
1962	ENSG00000110906.12_1	KCTD10	chr12	-	NA,0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,NA,1.0,1.0,NA	1	MXE
1964	ENSG00000128656.13_2	CHN1	chr2	-	0.431,0.421,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,NA,NA	NA,NA,NA,NA,NA,NA,1.0,0.0,NA,NA	1	MXE
1973	ENSG00000119383.19_2	PTPA	chr9	+	0.0,0.88,NA,NA,NA,0.0,NA,NA,NA,NA,0.609,NA,NA	NA,NA,NA,NA,1.0,NA,1.0,NA,NA,1.0	1	MXE
1974	ENSG00000039068.18_2	CDH1	chr16	+	NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,1.0,NA	NA,NA,NA,NA,NA,NA,0.495,NA,NA,NA	1	MXE
1994	ENSG00000145349.16_2	CAMK2D	chr4	-	NA,1.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,0.0,NA	0.0,NA,NA,NA,NA,0.0,1.0,0.019,NA,NA	1	MXE
2004	ENSG00000110497.14_2	AMBRA1	chr11	-	NA,0.0,0.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,0.0,1.0,NA,0.0,NA,NA	1	MXE
2018	ENSG00000168615.11_1	ADAM9	chr8	+	NA,0.654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,1.0,NA,NA,NA,0.0,0.367,NA,NA,NA	1	MXE
2023	ENSG00000163319.10_1	MRPS18C	chr4	+	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,1.0,NA,1.0,NA,NA	1	MXE
2033	ENSG00000158062.20_2	UBXN11	chr1	-	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,1.0,NA,NA,NA,1.0,1.0,NA,NA,NA	1	MXE
2034	ENSG00000138658.15_2	ZGRF1	chr4	-	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA	0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	1	MXE
2035	ENSG00000138658.15_2	ZGRF1	chr4	-	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	1	MXE
2037	ENSG00000140988.15_2	RPS2	chr16	-	0.0,0.107,0.0,NA,0.0,0.0,NA,NA,NA,NA,0.0,0.022,NA	0.018,NA,NA,NA,0.0,0.0,0.99,0.0,NA,0.0	1	MXE
2051	ENSG00000144895.11_2	EIF2A	chr3	+	NA,0.531,NA,NA,1.0,NA,NA,NA,0.0,1.0,0.0,1.0,NA	NA,0.558,NA,NA,1.0,0.0,NA,NA,NA,NA	1	MXE
2057	ENSG00000057935.13_1	MTA3	chr2	+	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,1.0,NA	NA,NA,NA,NA,NA,0.532,NA,NA,NA,NA	1	MXE
2058	ENSG00000057935.13_1	MTA3	chr2	+	NA,1.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,1.0,1.0,NA,NA,NA	1	MXE
2064	ENSG00000167632.14_2	TRAPPC9	chr8	-	NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,0.0,1.0,NA	NA,0.0,NA,NA,NA,NA,1.0,NA,NA,NA	1	MXE
2072	ENSG00000122882.10_2	ECD	chr10	-	NA,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,0.0,NA,NA	NA,NA,NA,NA,NA,1.0,0.0,NA,0.0,NA	1	MXE
2076	ENSG00000176393.10_2	RNPEP	chr1	+	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA	1	MXE
2081	ENSG00000139116.18_2	KIF21A	chr12	-	NA,0.0,NA,1.0,NA,NA,NA,NA,1.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,1.0,NA,NA,1.0,NA	1	MXE
2083	ENSG00000143850.13_2	PLEKHA6	chr1	-	NA,1.0,NA,NA,NA,1.0,NA,NA,NA,NA,1.0,NA,NA	0.465,NA,NA,0.0,NA,NA,NA,1.0,0.918,1.0	1	MXE
2108	ENSG00000138674.16_2	SEC31A	chr4	-	NA,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,1.0,0.0,0.0,NA	1	MXE
2115	ENSG00000111879.18_2	FAM184A	chr6	-	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,0.0,0.0,NA	1	MXE
2139	ENSG00000125675.17_2	GRIA3	chrX	+	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,0.0,NA,NA,NA	1	MXE
2142	ENSG00000104671.7_2	DCTN6	chr8	+	0.0,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA	NA,1.0,NA,NA,NA,NA,0.0,0.0,NA,NA	1	MXE
2143	ENSG00000118785.13_2	SPP1	chr4	+	0.0,0.903,NA,NA,NA,1.0,0.0,NA,1.0,NA,NA,0.153,NA	1.0,0.599,NA,NA,0.0,0.827,0.58,0.655,1.0,1.0	1	MXE
2145	ENSG00000124406.16_2	ATP8A1	chr4	-	0.0,0.0,NA,NA,NA,NA,NA,NA,0.0,0.0,1.0,NA,NA	NA,NA,NA,NA,NA,NA,0.925,0.768,NA,1.0	1	MXE
2152	ENSG00000141698.16_1	NT5C3B	chr17	-	0.0,0.909,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA	1.0,NA,NA,NA,NA,1.0,1.0,NA,1.0,1.0	1	MXE
2169	ENSG00000079805.16_2	DNM2	chr19	+	0.0,1.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,0.0,NA	1.0,0.0,NA,NA,1.0,1.0,NA,NA,NA,NA	1	MXE
2170	ENSG00000119487.16_2	MAPKAP1	chr9	-	0.0,0.302,NA,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,NA	NA,NA,NA,NA,NA,NA,0.0,NA,1.0,NA	1	MXE
2177	ENSG00000075415.12_2	SLC25A3	chr12	+	NA,0.0,NA,NA,NA,NA,NA,0.0,NA,0.0,0.0,NA,NA	0.0,0.0,NA,NA,0.0,0.0,0.005,0.0,0.0,NA	1	MXE
2207	ENSG00000077616.10_2	NAALAD2	chr11	+	NA,0.0,NA,NA,NA,1.0,NA,NA,1.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	1	MXE
2213	ENSG00000120049.18_1	KCNIP2	chr10	-	0.923,0.0,NA,1.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA	NA,NA,NA,NA,NA,NA,1.0,1.0,NA,NA	1	MXE
2227	ENSG00000132780.16_1	NASP	chr1	+	NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,NA,NA,NA,1.0	1	MXE
2229	ENSG00000132780.16_1	NASP	chr1	+	0.0,NA,NA,NA,NA,0.0,NA,NA,NA,NA,1.0,NA,NA	NA,NA,NA,NA,NA,0.0,1.0,NA,NA,0.0	1	MXE
2234	ENSG00000101181.17_2	MTG2	chr20	+	NA,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA	1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	1	MXE
2239	ENSG00000147044.20_2	CASK	chrX	-	NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0	1	MXE
2250	ENSG00000168872.16_2	DDX19A	chr16	+	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA	1.0,NA,NA,NA,NA,1.0,NA,0.459,NA,NA	1	MXE
2252	ENSG00000161960.14_2	EIF4A1	chr17	+	0.157,0.131,NA,NA,NA,1.0,NA,NA,0.0,NA,NA,1.0,1.0	NA,NA,NA,1.0,1.0,0.351,0.317,0.863,1.0,NA	1	MXE
2257	ENSG00000197548.12_1	ATG7	chr3	+	NA,0.862,1.0,NA,NA,NA,NA,1.0,NA,NA,0.0,NA,NA	NA,0.779,NA,NA,NA,NA,0.0,NA,0.0,NA	1	MXE
2269	ENSG00000063761.15_1	ADCK1	chr14	+	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA	1	MXE
2271	ENSG00000130731.15_2	C16orf13	chr16	-	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,1.0,NA,NA,NA	1	MXE
2278	ENSG00000152520.13_2	PAN3	chr13	+	1.0,NA,0.0,NA,NA,1.0,NA,NA,NA,NA,0.0,NA,NA	0.0,NA,NA,NA,NA,0.0,1.0,NA,0.0,NA	1	MXE
2284	ENSG00000152942.18_2	RAD17	chr5	+	NA,0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA	1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	1	MXE
2296	ENSG00000138380.17_2	CARF	chr2	+	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,0.581,0.0,NA,NA	1	MXE
2297	ENSG00000138380.17_2	CARF	chr2	+	NA,0.0,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA	0.0,1.0,NA,NA,NA,NA,0.0,1.0,NA,NA	1	MXE
2309	ENSG00000228956.8_2	SATB1-AS1	chr3	+	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA	NA,1.0,NA,NA,NA,NA,NA,0.0,NA,NA	1	MXE
2330	ENSG00000160781.15_1	PAQR6	chr1	-	1.0,1.0,NA,NA,0.422,NA,NA,1.0,0.0,NA,0.153,NA,NA	NA,1.0,NA,NA,0.0,0.403,0.958,NA,0.471,0.263	1	MXE
2336	ENSG00000088832.15_2	FKBP1A	chr20	-	0.117,0.0,NA,NA,0.0,NA,NA,NA,NA,NA,0.0,NA,NA	NA,NA,NA,NA,NA,1.0,0.82,NA,0.0,NA	1	MXE
2339	ENSG00000164172.18_2	MOCS2	chr5	-	NA,0.125,0.0,NA,NA,0.0,NA,NA,0.0,NA,1.0,1.0,NA	NA,NA,NA,NA,NA,1.0,0.455,0.0,NA,NA	1	MXE
2344	ENSG00000104613.11_2	INTS10	chr8	+	0.0,NA,NA,0.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	1	MXE
2347	ENSG00000030419.16_2	IKZF2	chr2	-	1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,0.0,NA,NA,1.0,NA,NA	1	MXE
2359	ENSG00000066468.21_2	FGFR2	chr10	-	1.0,NA,NA,NA,NA,NA,NA,0.0,0.0,NA,1.0,NA,NA	NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA	1	MXE
2360	ENSG00000066468.21_2	FGFR2	chr10	-	NA,0.181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,0.0,NA,NA,NA	1	MXE
2369	ENSG00000177830.17_2	CHID1	chr11	-	1.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	NA,0.019,NA,NA,NA,0.0,NA,NA,1.0,0.668	1	MXE
2371	ENSG00000111731.12_2	C2CD5	chr12	-	NA,1.0,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA	1	MXE
2379	ENSG00000108799.12_1	EZH1	chr17	-	NA,0.988,NA,NA,NA,0.0,NA,NA,NA,1.0,0.0,NA,NA	0.0,NA,NA,NA,0.0,0.88,1.0,NA,NA,1.0	1	MXE
2380	ENSG00000108799.12_1	EZH1	chr17	-	NA,0.0,NA,NA,1.0,0.992,NA,1.0,NA,1.0,0.866,NA,NA	1.0,1.0,NA,NA,0.0,0.894,1.0,NA,NA,NA	1	MXE
2381	ENSG00000108799.12_1	EZH1	chr17	-	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA	0.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA	1	MXE
2382	ENSG00000108509.20_1	CAMTA2	chr17	-	NA,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,1.0,0.0,NA,0.996,NA	1	MXE
2383	ENSG00000108509.20_1	CAMTA2	chr17	-	NA,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,0.0,NA,0.996,NA	1	MXE
2384	ENSG00000108509.20_1	CAMTA2	chr17	-	NA,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,0.0,NA,0.995,NA	1	MXE
2385	ENSG00000108509.20_1	CAMTA2	chr17	-	NA,0.0,NA,0.0,NA,0.0,NA,NA,NA,NA,0.0,NA,NA	NA,0.0,NA,NA,NA,0.382,0.0,NA,0.997,NA	1	MXE
2386	ENSG00000108509.20_1	CAMTA2	chr17	-	NA,0.0,NA,0.0,NA,0.0,NA,NA,NA,NA,0.0,NA,NA	NA,0.0,NA,NA,NA,0.0,0.0,NA,0.997,NA	1	MXE
2387	ENSG00000108509.20_1	CAMTA2	chr17	-	NA,0.0,NA,0.0,NA,0.0,NA,NA,NA,NA,0.0,NA,NA	NA,0.0,NA,NA,NA,0.0,0.0,NA,0.997,NA	1	MXE
2392	ENSG00000239521.7_2	GATS	chr7	-	NA,1.0,NA,NA,NA,1.0,NA,NA,1.0,1.0,1.0,NA,NA	NA,NA,NA,1.0,NA,1.0,0.661,0.0,0.0,1.0	1	MXE
2400	ENSG00000012817.15_1	KDM5D	chrY	-	NA,0.0,NA,NA,NA,0.0,NA,1.0,NA,0.002,1.0,1.0,NA	NA,1.0,NA,NA,NA,1.0,0.998,NA,NA,NA	1	MXE
2401	ENSG00000012817.15_1	KDM5D	chrY	-	0.962,0.589,NA,NA,NA,0.0,NA,0.0,NA,0.0,1.0,NA,NA	1.0,0.0,NA,1.0,NA,0.524,0.0,NA,NA,NA	1	MXE
2403	ENSG00000164808.16_2	SPIDR	chr8	+	NA,0.993,NA,NA,NA,1.0,NA,NA,1.0,NA,1.0,0.568,NA	NA,NA,NA,1.0,NA,NA,NA,NA,NA,1.0	1	MXE
2404	ENSG00000164808.16_2	SPIDR	chr8	+	NA,1.0,NA,NA,NA,1.0,NA,NA,1.0,NA,1.0,0.686,NA	NA,NA,NA,1.0,NA,NA,0.0,NA,NA,0.106	1	MXE
2405	ENSG00000164808.16_2	SPIDR	chr8	+	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.625,NA	NA,NA,NA,NA,NA,NA,0.0,NA,NA,0.0	1	MXE
2406	ENSG00000164808.16_2	SPIDR	chr8	+	NA,1.0,NA,NA,NA,1.0,NA,NA,1.0,NA,NA,NA,NA	NA,1.0,NA,NA,NA,1.0,0.0,NA,NA,0.0	1	MXE
2410	ENSG00000149809.14_2	TM7SF2	chr11	+	NA,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	1	MXE
2412	ENSG00000109466.13_2	KLHL2	chr4	+	NA,0.384,NA,NA,NA,NA,NA,NA,0.081,NA,0.0,NA,NA	NA,NA,NA,NA,0.0,0.0,0.0,NA,NA,NA	1	MXE
2419	ENSG00000064225.12_2	ST3GAL6	chr3	+	0.0,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	NA,0.0,NA,NA,NA,NA,0.0,NA,NA,NA	1	MXE
2423	ENSG00000134014.16_2	ELP3	chr8	+	NA,NA,NA,NA,NA,NA,NA,0.0,0.0,NA,1.0,NA,NA	NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	1	MXE
2427	ENSG00000011347.9_2	SYT7	chr11	-	NA,1.0,NA,0.0,1.0,NA,NA,NA,NA,NA,1.0,NA,NA	NA,NA,NA,NA,NA,1.0,1.0,NA,0.0,NA	1	MXE
2431	ENSG00000077264.14_2	PAK3	chrX	+	NA,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	0.0,NA,NA,NA,NA,0.0,0.0,NA,0.0,1.0	1	MXE
2436	ENSG00000105655.18_2	ISYNA1	chr19	-	0.0,NA,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,NA,NA	NA,NA,NA,NA,NA,0.0,NA,NA,1.0,NA	1	MXE
2449	ENSG00000196220.15_2	SRGAP3	chr3	-	NA,0.0,NA,NA,NA,NA,NA,NA,0.0,1.0,1.0,NA,NA	NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	1	MXE
2451	ENSG00000176406.21_2	RIMS2	chr8	+	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA	NA,1.0,NA,NA,NA,0.0,NA,NA,NA,NA	1	MXE
2454	ENSG00000121753.12_2	ADGRB2	chr1	-	NA,0.958,0.0,NA,NA,NA,NA,NA,1.0,NA,NA,0.0,NA	NA,NA,NA,NA,0.0,0.024,0.0,NA,1.0,0.0	1	MXE
2468	ENSG00000040341.17_2	STAU2	chr8	-	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.259,NA,NA,NA,NA	1	MXE
2552	ENSG00000125814.17_1	NAPB	chr20	-	NA,1.0,NA,0.002,NA,0.673,NA,0.715,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.944,1.0,1.0,1.0,NA	1	MXE
2567	ENSG00000138078.15_2	PREPL	chr2	-	0.359,0.315,0.0,0.36,1.0,0.273,1.0,0.286,1.0,0.0,0.006,0.96,0.0	0.0,0.0,NA,1.0,NA,0.912,0.705,0.084,NA,NA	1	MXE
2577	ENSG00000101150.17_1	TPD52L2	chr20	+	NA,0.0,NA,NA,NA,0.0,NA,NA,NA,0.0,NA,NA,NA	NA,0.0,NA,NA,NA,1.0,NA,NA,NA,NA	1	MXE
2579	ENSG00000173660.11_1	UQCRH	chr1	+	0.0,0.073,NA,0.0,0.0,NA,0.0,NA,NA,0.0,0.0,1.0,NA	1.0,NA,NA,NA,0.0,0.212,0.052,NA,NA,NA	1	MXE
2586	ENSG00000166266.13_1	CUL5	chr11	+	0.0,0.0,NA,0.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA	NA,0.0,NA,NA,NA,0.353,NA,NA,NA,NA	1	MXE
18	ENSG00000087460.23_2	GNAS	chr20	+	0.04,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0	0.0,0.0,NA,0.0,NA,0.0,0.0,0.0,0.117,0.0	1	RI
68	ENSG00000123416.15_2	TUBA1B	chr12	-	0.0,0.023,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.937,NA	0.0,0.0,NA,0.0,NA,0.0,0.0,0.002,0.0,0.0	1	RI
232	ENSG00000166165.12_2	CKB	chr14	-	0.0,0.0,0.0,0.0,0.0,0.176,NA,0.002,0.0,0.011,0.0,0.0,0.0	0.0,0.0,NA,0.0,0.0,0.0,0.001,0.204,0.0,NA	1	RI
1178	ENSG00000156508.17_2	EEF1A1	chr6	-	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0	0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0	1	RI
