ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1458	"ENSG00000105135.15_1"	"ILVBL"	chr19	-	15226811	15227132	15226962	15227132	15226660	15226732	1458	0,83,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,14,0,0,0	0,0,0,0,0,3,0,0,0,0	301	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,1.0,NA,NA,NA	0.5
1465	"ENSG00000172500.12_1"	"FIBP"	chr11	-	65652979	65653134	65653000	65653134	65652548	65652657	1465	0,30,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,1	233,0,0,0,0,0,0,0,4,0	0,48,0,0,0,0,0,0,0,0	171	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0	1.0,0.0,NA,NA,NA,NA,NA,NA,1.0,NA	-0.167
1473	"ENSG00000168255.14"	"POLR2J3"	chr7	-	102212889	102213030	102212918	102213030	102210281	102210371	1473	0,0,0,0,0,0,0,0,0,0,0,0,0	0,26,0,13,0,42,0,2,39,0,0,0,0	273,0,0,0,0,0,23,0,0,0	161,0,0,0,1,3,81,1,0,0	179	150	1	1.0	NA,0.0,NA,0.0,NA,0.0,NA,0.0,0.0,NA,NA,NA,NA	0.587,NA,NA,NA,0.0,0.0,0.192,0.0,NA,NA	-0.156
1482	"ENSG00000198925.10_2"	"ATG9A"	chr2	-	220088590	220088744	220088649	220088744	220088306	220088486	1482	1,10,0,0,0,0,0,0,0,0,9,0,0	0,0,0,0,0,0,0,0,0,0,253,0,0	443,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	209	150	1	1.0	1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,0.025,NA,NA	1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	-0.325
1495	"ENSG00000115073.7_1"	"ACTR1B"	chr2	-	98274889	98275466	98275341	98275466	98274686	98274779	1495	13,20,0,0,0,0,0,2,0,0,0,0,0	0,0,0,0,0,1,0,0,0,0,0,0,0	8,0,0,0,0,0,6,0,0,0	0,0,0,0,0,0,0,0,0,0	602	150	1	1.0	1.0,1.0,NA,NA,NA,0.0,NA,1.0,NA,NA,NA,NA,NA	1.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA	-0.25
1499	"ENSG00000188130.13_2"	"MAPK12"	chr22	-	50695216	50695393	50695363	50695393	50695027	50695075	1499	0,0,0,0,0,0,0,0,0,0,0,0,0	0,13,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,52,0,0,0	0,0,0,0,0,0,0,0,0,0	297	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	-1.0
1534	"ENSG00000188243.12_1"	"COMMD6"	chr13	-	76111634	76111811	76111799	76111811	76104249	76104402	1534	0,0,0,0,0,0,0,0,0,0,234,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	124,0,0,0,0,57,40,116,0,0	315	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA	0.0,NA,NA,NA,NA,0.0,0.0,0.0,NA,NA	1.0
1537	"ENSG00000151692.14_1"	"RNF144A"	chr2	+	7160603	7160899	7160603	7160811	7164499	7164647	1537	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,15,0,0,0,0	440,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,13,0	238	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	1.0,NA,NA,NA,NA,NA,NA,NA,0.0,NA	-0.5
1568	"ENSG00000198909.7_2"	"MAP3K3"	chr17	+	61762876	61762950	61762876	61762938	61765886	61765954	1568	0,0,0,0,0,0,0,0,0,0,0,85,0	0,0,0,0,0,0,0,0,0,0,1,0,0	0,0,0,232,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	162	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,1.0,NA	NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA	-0.5
1570	"ENSG00000080845.17_1"	"DLGAP4"	chr20	+	35154253	35154480	35154253	35154409	35155215	35155634	1570	0,0,0,0,0,0,0,0,0,25,265,0,0	0,20,0,0,0,120,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,270,0	221	150	1	1.0	NA,0.0,NA,NA,NA,0.0,NA,NA,NA,1.0,1.0,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA	0.5
1601	"ENSG00000119866.20_1"	"BCL11A"	chr2	-	60687816	60689559	60689416	60689559	60678301	60679801	1601	8,228,0,153,0,31,0,0,12,0,0,0,25	0,0,0,0,0,0,0,0,39,0,12,0,0	13,25,0,0,5,0,0,14,44,17	0,156,0,0,0,41,0,0,0,0	1750	150	1	1.0	1.0,1.0,NA,1.0,NA,1.0,NA,NA,0.026,NA,0.0,NA,1.0	1.0,0.014,NA,NA,1.0,0.0,NA,1.0,1.0,1.0	0.002
1613	"ENSG00000188343.12_2"	"FAM92A1"	chr8	+	94713451	94714771	94713451	94713686	94715847	94715916	1613	13,71,1,0,0,0,0,0,19,0,560,0,0	0,0,0,0,0,0,0,0,17,0,0,0,0	0,63,0,0,5,231,0,98,0,0	0,0,0,0,0,0,0,0,0,0	1235	150	1	1.0	1.0,1.0,1.0,NA,NA,NA,NA,NA,0.12,NA,1.0,NA,NA	NA,1.0,NA,NA,1.0,1.0,NA,1.0,NA,NA	-0.176
1622	"ENSG00000179195.15_2"	"ZNF664"	chr12	+	124457765	124457899	124457765	124457850	124458432	124459100	1622	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,35,0,0,0,0,0,0,0	0,0,0,0,0,0,4,0,0,0	0,0,0,0,0,0,0,0,0,0	199	150	1	1.0	NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	-1.0
1626	"ENSG00000140386.12_2"	"SCAPER"	chr15	-	77087581	77087781	77087620	77087781	77067195	77067458	1626	2,0,0,0,0,0,0,0,0,0,0,0,0	0,76,1,0,0,3,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	4,0,0,0,0,32,148,0,85,0	189	150	1	1.0	1.0,0.0,0.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA	0.0,NA,NA,NA,NA,0.0,0.0,NA,0.0,NA	0.25
1629	"ENSG00000197771.12_1"	"MCMBP"	chr10	-	121602759	121602938	121602765	121602938	121601983	121602107	1629	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,20,0,0,0,0,0,0,0	0,0,0,26,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	156	150	1	1.0	NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA	-1.0
1631	"ENSG00000196975.15_1"	"ANXA4"	chr2	+	70037725	70038588	70037725	70037805	70039784	70039841	1631	163,0,0,0,0,225,0,0,18,0,0,0,0	9,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,2,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	933	150	1	1.0	0.744,NA,NA,NA,NA,1.0,NA,NA,1.0,NA,NA,NA,NA	NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA	-0.085
1675	"ENSG00000160828.13"	"STAG3L2"	chr7	-	74306391	74306687	74306508	74306687	74304432	74304518	1675	0,0,0,0,0,0,0,0,10,0,0,0,0	0,90,0,204,0,0,0,0,7,0,3,0,0	0,0,0,0,0,58,0,0,0,0	0,0,0,0,0,0,0,0,29,11	267	150	1	1.0	NA,0.0,NA,0.0,NA,NA,NA,NA,0.445,NA,0.0,NA,NA	NA,NA,NA,NA,NA,1.0,NA,NA,0.0,0.0	-0.222
1686	"ENSG00000103034.14_2"	"NDRG4"	chr16	+	58537701	58537861	58537701	58537807	58538057	58538178	1686	0,1,0,0,0,0,0,0,0,0,0,0,0	1,525,301,0,0,9,1,272,88,2,670,14,308	1,0,0,0,0,0,0,0,0,0	0,0,0,127,1,103,100,1,0,0	204	150	1	1.0	0.0,0.001,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	1.0,NA,NA,0.0,0.0,0.0,0.0,0.0,NA,NA	-0.167
1690	"ENSG00000204842.14_2"	"ATXN2"	chr12	-	111923068	111923135	111923074	111923135	111908361	111908546	1690	0,35,0,0,0,0,0,0,0,0,0,0,0	0,60,0,435,0,0,0,0,0,0,0,0,0	0,0,0,0,18,0,0,0,0,0	244,0,0,0,0,0,0,0,178,160	156	150	1	1.0	NA,0.359,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.0,NA,NA,NA,1.0,NA,NA,NA,0.0,0.0	-0.071
1694	"ENSG00000115694.14_1"	"STK25"	chr2	-	242440892	242441113	242440942	242441113	242440154	242440211	1694	0,46,0,0,0,416,0,2,8,0,2,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,6,0,0,0,59,140,157,53,0	0,0,0,0,0,0,6,0,0,0	200	150	1	1.0	NA,1.0,NA,NA,NA,1.0,NA,1.0,1.0,NA,1.0,NA,NA	NA,1.0,NA,NA,NA,1.0,0.946,1.0,1.0,NA	0.011
1700	"ENSG00000110514.19_2"	"MADD"	chr11	+	47306491	47306745	47306491	47306616	47307001	47307141	1700	0,170,0,0,1,143,0,5,24,0,0,0,0	0,155,0,0,0,0,0,0,0,0,0,209,0	83,0,0,0,0,0,4,0,0,0	0,0,0,0,0,0,0,0,0,0	279	150	1	1.0	NA,0.371,NA,NA,1.0,1.0,NA,1.0,1.0,NA,NA,0.0,NA	1.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA	-0.271
1701	"ENSG00000110514.19_2"	"MADD"	chr11	+	47317046	47317127	47317046	47317118	47317447	47317606	1701	65,0,0,0,0,0,0,0,0,0,0,0,0	32,177,1,0,0,0,0,1,10,0,365,1,0	0,0,0,0,0,0,0,0,0,0	68,47,0,0,0,0,0,0,291,0	159	150	1	1.0	0.657,0.0,0.0,NA,NA,NA,NA,0.0,0.0,NA,0.0,0.0,NA	0.0,0.0,NA,NA,NA,NA,NA,NA,0.0,NA	0.094
1702	"ENSG00000110514.19_2"	"MADD"	chr11	+	47317046	47317130	47317046	47317118	47317447	47317606	1702	65,0,0,0,0,0,0,0,0,0,0,0,0	32,177,1,0,0,0,0,1,10,0,365,1,0	0,0,0,0,0,15,0,0,0,0	68,47,0,0,0,0,0,0,291,0	162	150	1	1.0	0.653,0.0,0.0,NA,NA,NA,NA,0.0,0.0,NA,0.0,0.0,NA	0.0,0.0,NA,NA,NA,1.0,NA,NA,0.0,NA	-0.157
1713	"ENSG00000040933.15_1"	"INPP4A"	chr2	+	99172015	99172271	99172015	99172154	99175925	99175958	1713	11,0,0,0,0,90,0,0,0,0,0,0,0	1,0,0,0,0,10,0,0,6,0,15,0,0	0,0,0,0,0,0,6,12,79,0	190,1,0,0,1,52,377,1,0,0	267	150	1	1.0	0.861,NA,NA,NA,NA,0.835,NA,NA,0.0,NA,0.0,NA,NA	0.0,0.0,NA,NA,0.0,0.0,0.009,0.871,1.0,NA	0.155
1721	"ENSG00000137822.12_1"	"TUBGCP4"	chr15	+	43695880	43696040	43695880	43695997	43696610	43696750	1721	0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,56,0,0,0	0,0,0,0,0,0,0,0,46,0	193	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,1.0,NA,0.0,NA	-0.5
1723	"ENSG00000149923.13_1"	"PPP4C"	chr16	+	30094066	30094284	30094066	30094168	30094714	30094888	1723	0,0,0,0,0,0,0,16,0,0,0,0,0	0,83,0,0,0,41,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,234,1,0,0	266	150	1	1.0	NA,0.0,NA,NA,NA,0.0,NA,1.0,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,0.0,0.0,NA,NA	0.333
1728	"ENSG00000164062.12_2"	"APEH"	chr3	+	49713488	49713948	49713488	49713652	49714041	49714133	1728	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,176,0,0	0,0,0,0,0,17,0,0,1,0	0,0,0,0,0,0,61,0,0,0	446	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA	NA,NA,NA,NA,NA,1.0,0.0,NA,1.0,NA	-0.667
1756	"ENSG00000148303.16_1"	"RPL7A"	chr9	+	136215072	136215428	136215072	136215101	136215776	136215897	1756	0,0,0,0,6,0,0,86,0,0,0,0,0	0,63,0,0,0,0,0,0,2,0,8,0,0	0,0,0,0,0,40,0,0,0,0	0,0,0,0,5,49,87,1,0,0	477	150	1	1.0	NA,0.0,NA,NA,1.0,NA,NA,1.0,0.0,NA,0.0,NA,NA	NA,NA,NA,NA,0.0,0.204,0.0,0.0,NA,NA	0.349
1762	"ENSG00000149532.15_2"	"CPSF7"	chr11	-	61187393	61187566	61187420	61187566	61183576	61183991	1762	0,0,0,0,0,0,0,0,0,0,0,280,0	140,44,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,54,0,0	0,0,0,0,0,0,0,12,0,0	177	150	1	1.0	0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	NA,NA,NA,NA,NA,NA,NA,0.792,NA,NA	-0.459
1792	"ENSG00000009830.11_2"	"POMT2"	chr14	-	77772588	77772784	77772679	77772784	77771034	77771143	1792	0,18,0,0,0,0,0,0,0,0,0,0,0	0,22,0,0,0,0,0,0,0,0,0,313,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,43,0,0	241	150	1	1.0	NA,0.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA	NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA	0.169
1812	"ENSG00000132554.19_2"	"RGS22"	chr8	-	101083596	101083765	101083632	101083765	101078394	101078524	1812	0,0,0,0,0,0,0,0,0,0,0,0,0	0,12,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,37,0,0,0,0	0,0,0,0,0,0,0,0,0,0	186	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	-1.0
1822	"ENSG00000084636.17_2"	"COL16A1"	chr1	-	32121698	32122045	32122000	32122045	32120914	32121103	1822	0,0,0,0,0,0,0,0,26,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	279,0,0,0,0,0,0,1,0,0	0,47,0,0,0,0,0,0,0,0	452	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	1.0,0.0,NA,NA,NA,NA,NA,1.0,NA,NA	0.333
1853	"ENSG00000186716.19_2"	"BCR"	chr22	+	23653883	23654105	23653883	23654023	23655073	23655208	1853	0,10,0,0,0,0,0,0,0,0,0,0,0	0,17,1,1,0,31,0,1,0,1,2,0,0	0,0,0,0,0,0,0,0,0,0	109,0,0,0,18,0,0,8,0,0	232	150	1	1.0	NA,0.276,0.0,0.0,NA,0.0,NA,0.0,NA,0.0,0.0,NA,NA	0.0,NA,NA,NA,0.0,NA,NA,0.0,NA,NA	0.039
1861	"ENSG00000130511.15_1"	"SSBP4"	chr19	+	18544519	18544742	18544519	18544627	18545026	18545372	1861	0,0,223,0,0,0,0,0,0,0,0,1,0	0,4,0,0,0,0,0,0,0,0,0,2,0	0,0,0,0,0,2,0,0,0,0	0,0,0,0,0,0,0,0,24,0	265	150	1	1.0	NA,0.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,0.221,NA	NA,NA,NA,NA,NA,1.0,NA,NA,0.0,NA	-0.093
1862	"ENSG00000084764.10_2"	"MAPRE3"	chr2	+	27246963	27247165	27246963	27247120	27248450	27248605	1862	5,154,0,0,0,1,0,228,68,0,0,202,322	0,99,4,0,0,0,0,0,0,0,0,0,0	0,106,0,0,0,124,553,25,166,0	0,0,0,0,0,88,7,0,0,0	195	150	1	1.0	1.0,0.545,0.0,NA,NA,1.0,NA,1.0,1.0,NA,NA,1.0,1.0	NA,1.0,NA,NA,NA,0.52,0.984,1.0,1.0,NA	-0.083
1864	"ENSG00000258466.5_2"	"RP11-1012A1.4"	chr14	-	68156794	68156984	68156928	68156984	68151731	68151921	1864	97,0,0,0,0,0,0,0,0,0,0,0,0	4,16,0,0,0,0,0,0,11,0,1,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,6,0,3,0,0	284	150	1	1.0	0.928,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,NA,NA	NA,NA,NA,NA,NA,0.0,NA,0.0,NA,NA	0.232
1867	"ENSG00000135976.16_1"	"ANKRD36"	chr2	+	97881161	97881312	97881161	97881234	97882913	97882942	1867	0,41,0,0,0,0,0,0,0,0,0,0,0	0,57,0,0,0,0,0,0,0,0,0,217,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,9,0,0,0,0	228	150	1	1.0	NA,0.321,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA	NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	0.161
1886	"ENSG00000100884.9_1"	"CPNE6"	chr14	+	24543259	24543369	24543259	24543334	24543499	24543520	1886	0,1,0,0,0,0,0,0,0,0,0,0,0	0,100,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,144,193,68,0,0	185	150	1	1.0	NA,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,0.0,0.0,NA,NA	0.008
1894	"ENSG00000054277.13_2"	"OPN3"	chr1	-	241767561	241767881	241767721	241767881	241761047	241761299	1894	0,0,0,0,0,0,0,0,29,0,0,0,0	0,0,0,0,0,0,0,1,0,0,0,0,0	178,0,0,0,0,0,4,0,0,0	0,0,0,0,0,0,0,0,0,0	310	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,0.0,1.0,NA,NA,NA,NA	1.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA	-0.5
1900	"ENSG00000162923.14_1"	"WDR26"	chr1	-	224619178	224619283	224619226	224619283	224612219	224612356	1900	0,82,0,177,0,0,81,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,19,0,1,0,0	0,0,0,0,0,0,16,1,0,0	198	150	1	1.0	NA,1.0,NA,1.0,NA,NA,1.0,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,1.0,0.0,0.431,NA,NA	0.523
1901	"ENSG00000162923.14_1"	"WDR26"	chr1	-	224619178	224619283	224619226	224619283	224612219	224612421	1901	0,0,0,177,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,25,0,0,0	198	150	1	1.0	NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA	1.0
1907	"ENSG00000084072.16_2"	"PPIE"	chr1	+	40207566	40207703	40207566	40207593	40208887	40208969	1907	3,0,0,0,0,0,0,0,0,396,0,0,0	0,112,0,0,0,0,0,0,14,0,0,0,0	0,0,0,0,1,0,0,0,0,1	0,0,0,0,0,0,87,0,0,0	260	150	1	1.0	1.0,0.0,NA,NA,NA,NA,NA,NA,0.0,1.0,NA,NA,NA	NA,NA,NA,NA,1.0,NA,0.0,NA,NA,1.0	-0.167
1908	"ENSG00000084072.16_2"	"PPIE"	chr1	+	40211046	40214439	40211046	40211170	40214574	40214760	1908	177,0,0,0,0,0,0,551,83,643,647,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,24,0,41,0,49	0,0,0,0,0,4,0,5,0,0	3419	150	1	1.0	1.0,NA,NA,NA,NA,NA,NA,1.0,1.0,1.0,1.0,NA,NA	NA,NA,NA,NA,NA,0.208,NA,0.265,NA,1.0	0.509
1924	"ENSG00000114354.13_2"	"TFG"	chr3	+	100455419	100455560	100455419	100455548	100463676	100463775	1924	0,2,0,0,0,0,0,0,10,0,0,131,0	0,89,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,20,203,0,1,156	0,0,0,0,0,0,0,0,0,0	162	150	1	1.0	NA,0.02,NA,NA,NA,NA,NA,NA,1.0,NA,NA,1.0,NA	NA,1.0,NA,NA,NA,1.0,1.0,NA,1.0,1.0	-0.327
1930	"ENSG00000125703.14_1"	"ATG4C"	chr1	+	63249805	63249944	63249805	63249896	63269389	63269533	1930	0,0,0,0,208,0,0,0,0,0,0,0,0	0,46,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,3,0,0,0,0	198	150	1	1.0	NA,0.0,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	0.5
1936	"ENSG00000197971.14_2"	"MBP"	chr18	-	74700255	74700483	74700450	74700483	74696730	74696850	1936	7,0,0,0,0,0,32,0,0,1,277,495,0	0,0,0,12,0,0,53,0,0,0,0,30,0	0,37,0,0,22,3,63,0,0,116	0,170,0,0,0,52,156,0,0,129	345	150	1	1.0	1.0,NA,NA,0.0,NA,NA,0.208,NA,NA,1.0,1.0,0.878,NA	NA,0.086,NA,NA,1.0,0.024,0.149,NA,NA,0.281	0.373
1937	"ENSG00000197971.14_2"	"MBP"	chr18	-	74728787	74729011	74728869	74729011	74701911	74702016	1937	223,469,0,1,3,116,439,658,168,128,1233,2022,1	0,0,0,0,0,0,0,242,0,0,1,0,0	0,193,0,761,49,486,2625,16,94,1907	0,0,0,0,0,0,0,0,0,0	232	150	1	1.0	1.0,1.0,NA,1.0,1.0,1.0,1.0,0.637,1.0,1.0,0.999,1.0,1.0	NA,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.03
1944	"ENSG00000101294.16_2"	"HM13"	chr20	+	30125981	30126162	30125981	30126064	30132749	30132838	1944	0,0,0,0,0,0,0,0,0,0,0,5,0	0,63,0,0,0,0,0,0,0,19,2,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,9,0	248	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,1.0,NA	NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA	0.25
1947	"ENSG00000168701.18_1"	"TMEM208"	chr16	+	67262397	67262560	67262397	67262534	67262699	67262784	1947	0,0,0,0,0,0,0,0,0,0,0,0,0	0,10,0,0,0,0,0,0,20,0,130,0,0	0,0,0,0,0,5,0,0,0,0	0,0,0,0,0,0,0,0,0,0	176	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,NA,NA	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	-1.0
1975	"ENSG00000126870.15_2"	"WDR60"	chr7	+	158695066	158697974	158695066	158695286	158698679	158698782	1975	109,128,0,2,0,106,0,160,9,0,908,267,1	0,4,0,0,0,0,0,0,0,0,0,1,0	361,0,0,0,0,132,3,35,78,30	0,0,0,0,0,0,0,0,0,0	2838	150	1	1.0	1.0,0.628,NA,1.0,NA,1.0,NA,1.0,1.0,NA,1.0,0.934,1.0	1.0,NA,NA,NA,NA,1.0,1.0,1.0,1.0,1.0	-0.049
1977	"ENSG00000110492.15_2"	"MDK"	chr11	+	46404136	46404743	46404136	46404298	46405018	46405356	1977	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,4,0,0,0,0,0	0,0,0,0,0,0,0,0,1,0	0,0,0,0,0,0,0,0,0,0	595	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	-1.0
1984	"ENSG00000198160.14_1"	"MIER1"	chr1	+	67450254	67450335	67450254	67450275	67452085	67454302	1984	0,162,0,0,0,0,0,0,0,0,1,0,0	0,0,0,479,0,0,0,0,0,0,0,0,0	0,0,0,0,0,54,98,27,0,0	0,0,0,0,0,0,0,0,0,0	210	150	1	1.0	NA,1.0,NA,0.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA	NA,NA,NA,NA,NA,1.0,1.0,1.0,NA,NA	-0.333
1999	"ENSG00000100445.17_2"	"SDR39U1"	chr14	-	24911314	24911466	24911383	24911466	24910883	24911001	1999	0,0,0,0,0,31,1,63,0,0,0,0,1	0,77,0,0,0,0,0,0,1,0,0,0,0	0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,4,0,0,0	219	150	1	1.0	NA,0.0,NA,NA,NA,1.0,1.0,1.0,0.0,NA,NA,NA,1.0	NA,NA,NA,NA,1.0,NA,0.0,NA,NA,NA	0.167
2006	"ENSG00000125247.15_2"	"TMTC4"	chr13	-	101322536	101322823	101322613	101322823	101320832	101321048	2006	0,2,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,1,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,36,0,0,0	227	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA	NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA	0.5
2011	"ENSG00000270647.5_2"	"TAF15"	chr17	+	34136487	34136620	34136487	34136580	34144719	34144759	2011	0,0,0,0,59,0,0,0,0,0,0,0,0	0,4,0,0,0,0,0,0,0,0,0,2,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,35,0,0,0	190	150	1	1.0	NA,0.0,NA,NA,1.0,NA,NA,NA,NA,NA,NA,0.0,NA	NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA	0.333
2013	"ENSG00000198830.10_1"	"HMGN2"	chr1	+	26799973	26800076	26799973	26800018	26800193	26800223	2013	0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,1,0,0,0,2,0,264,0	0,7,0,0,0,0,0,0,0,0	264,0,0,0,0,25,150,0,0,0	208	150	1	1.0	NA,0.0,NA,NA,NA,0.0,NA,NA,NA,0.0,NA,0.0,NA	0.0,1.0,NA,NA,NA,0.0,0.0,NA,NA,NA	-0.25
2014	"ENSG00000198830.10_1"	"HMGN2"	chr1	+	26800193	26800308	26800193	26800223	26800575	26800626	2014	0,78,0,0,0,0,0,0,0,0,0,162,0	0,83,0,0,0,1,0,0,0,0,0,263,0	204,0,0,0,0,0,0,0,0,118	264,0,0,0,0,49,288,0,0,0	235	150	1	1.0	NA,0.375,NA,NA,NA,0.0,NA,NA,NA,NA,NA,0.282,NA	0.33,NA,NA,NA,NA,0.0,0.0,NA,NA,1.0	-0.114
