ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
27227	"ENSG00000182400.14_2"	"TRAPPC6B"	chr14	-	39627488	39627606	39620949	39621043	39628653	39628754	27227	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,17,0	0,0,0,0,0,0,107,0,0,0	0,0,0,0,0,0,0,0,0,0	268	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA	NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	-1.0
27248	"ENSG00000100099.20_1"	"HPS4"	chr22	-	26867178	26867354	26866684	26866779	26868267	26868384	27248	75,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,4,0,0,0	326	150	1	1.0	1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA	1.0
27252	"ENSG00000184838.14_2"	"PRR16"	chr5	+	119816863	119816988	119800018	119800340	120021648	120023027	27252	0,0,0,0,0,0,0,0,0,0,0,0,0	0,58,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,47,0,0,0	0,0,0,0,0,0,0,0,0,0	275	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	-1.0
27258	"ENSG00000111707.11_1"	"SUDS3"	chr12	+	118841860	118842278	118841305	118841322	118848877	118848952	27258	0,0,0,0,0,0,0,0,0,0,81,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,2,0,0,0,0	0,0,0,0,0,0,47,0,0,0	568	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA	NA,NA,NA,NA,NA,1.0,0.0,NA,NA,NA	0.5
27290	"ENSG00000163961.4_1"	"RNF168"	chr3	-	196215477	196215554	196214269	196214449	196229743	196230639	27290	0,0,0,0,0,50,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,0,0,0,0,0	227	150	1	1.0	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA	1.0
27319	"ENSG00000198718.12_2"	"FAM179B"	chr14	+	45473263	45473569	45468565	45468700	45475210	45475470	27319	3,36,0,2,0,0,0,0,31,1296,0,0,0	0,0,0,0,0,0,0,0,0,0,0,148,0	0,409,0,0,57,44,0,0,0,0	0,0,0,0,0,0,0,0,0,0	456	150	1	1.0	1.0,1.0,NA,1.0,NA,NA,NA,NA,1.0,1.0,NA,0.0,NA	NA,1.0,NA,NA,1.0,1.0,NA,NA,NA,NA	-0.167
27330	"ENSG00000197535.14_1"	"MYO5A"	chr15	-	52635313	52635394	52632392	52632591	52638557	52638658	27330	0,0,0,0,0,0,0,0,0,0,0,10,0	41,134,6,27,0,158,0,1,32,94,150,0,0	0,0,0,0,0,0,0,33,0,0	0,0,0,0,0,198,225,0,0,0	231	150	1	1.0	0.0,0.0,0.0,0.0,NA,0.0,NA,0.0,0.0,0.0,0.0,1.0,NA	NA,NA,NA,NA,NA,0.0,0.0,1.0,NA,NA	-0.233
27331	"ENSG00000197535.14_1"	"MYO5A"	chr15	-	52641014	52641023	52638557	52638658	52643450	52643678	27331	7,20,0,27,0,115,1,0,32,0,150,1,0	0,0,0,0,0,1,0,0,0,0,0,0,0	0,0,0,0,0,0,224,0,0,0	0,0,0,0,0,0,0,0,0,0	159	150	1	1.0	1.0,1.0,NA,1.0,NA,0.991,1.0,NA,1.0,NA,1.0,1.0,NA	NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	-0.001
27332	"ENSG00000197535.14_1"	"MYO5A"	chr15	-	52688512	52688594	52684126	52684267	52689397	52689663	27332	105,369,11,2,0,0,0,20,7,0,72,7,1	0,0,0,0,0,0,0,0,0,0,0,0,0	0,242,0,0,0,183,0,1,0,0	0,0,0,0,0,0,218,0,0,0	232	150	1	1.0	1.0,1.0,1.0,1.0,NA,NA,NA,1.0,1.0,NA,1.0,1.0,1.0	NA,1.0,NA,NA,NA,1.0,0.0,1.0,NA,NA	0.25
27341	"ENSG00000135164.18_2"	"DMTF1"	chr7	+	86792554	86792648	86783705	86783844	86792810	86792855	27341	0,0,0,0,0,0,0,0,13,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,155,0,0,0	244	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA	1.0
27356	"ENSG00000180694.13_2"	"TMEM64"	chr8	-	91643779	91643935	91634222	91638090	91657338	91658311	27356	0,0,0,0,0,0,0,0,0,0,5,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,44,253,0,0,118	0,0,0,0,0,0,63,0,0,0	306	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA	NA,NA,NA,NA,NA,1.0,0.663,NA,NA,1.0	0.112
27361	"ENSG00000196511.13_2"	"TPK1"	chr7	-	144304021	144304143	144288515	144288662	144320258	144320354	27361	0,0,0,0,0,0,0,0,0,0,1,0,0	0,0,0,0,0,1,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,1,0,0,0,0,0,0	272	150	1	1.0	NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,1.0,NA,NA	NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA	0.5
27368	"ENSG00000169855.19_1"	"ROBO1"	chr3	-	78742497	78742506	78737797	78737922	78763546	78763674	27368	0,0,0,34,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,400,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,2,0	159	150	1	1.0	NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA	0.5
27372	"ENSG00000126432.13_1"	"PRDX5"	chr11	+	64087205	64087340	64085559	64085858	64088132	64088264	27372	0,53,0,0,0,0,0,0,0,1,29,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,24,0,0,0,133,2,0,0,0	0,0,0,0,0,0,3,0,0,0	285	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,NA,1.0,1.0,NA,NA	NA,1.0,NA,NA,NA,1.0,0.26,NA,NA,NA	0.247
27373	"ENSG00000126432.13_1"	"PRDX5"	chr11	+	64087205	64087340	64085559	64085858	64088336	64088375	27373	0,0,0,0,0,0,0,0,0,1,0,0,0	0,0,0,0,0,0,0,0,0,1,0,0,0	0,10,0,0,0,112,2,0,0,0	0,0,0,0,0,2,0,0,0,0	285	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,NA,NA,NA	NA,1.0,NA,NA,NA,0.967,1.0,NA,NA,NA	-0.644
27374	"ENSG00000126432.13_1"	"PRDX5"	chr11	+	64088132	64088264	64085559	64085858	64088336	64088375	27374	0,0,382,78,1,102,0,0,0,0,531,0,0	0,0,0,0,0,0,0,0,0,1,0,0,0	3,354,0,0,0,0,62,12,0,0	0,0,0,0,0,2,0,0,0,0	282	150	1	1.0	NA,NA,1.0,1.0,1.0,1.0,NA,NA,NA,0.0,1.0,NA,NA	1.0,1.0,NA,NA,NA,0.0,1.0,1.0,NA,NA	0.033
27391	"ENSG00000162687.16_1"	"KCNT2"	chr1	-	196242597	196242618	196227218	196227624	196249989	196250118	27391	0,0,0,0,0,0,0,0,0,0,0,0,0	5,44,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,220,0	0,0,0,0,0,25,0,0,0,0	171	150	1	1.0	0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,NA,NA,1.0,NA	-0.5
27397	"ENSG00000162687.16_1"	"KCNT2"	chr1	-	196342269	196342378	196311208	196311358	196367692	196367801	27397	0,132,0,0,0,2,0,0,0,0,54,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,86,0,0,0,0	0,0,0,0,0,58,0,0,0,0	259	150	1	1.0	NA,1.0,NA,NA,NA,1.0,NA,NA,NA,NA,1.0,NA,NA	NA,NA,NA,NA,NA,0.462,NA,NA,NA,NA	0.538
27398	"ENSG00000162687.16_1"	"KCNT2"	chr1	-	196367692	196367801	196342269	196342378	196392179	196392243	27398	0,163,0,55,0,156,0,0,0,0,54,0,0	0,47,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,76,0,0,0,0	0,0,0,0,0,0,0,0,0,0	259	150	1	1.0	NA,0.668,NA,1.0,NA,1.0,NA,NA,NA,NA,1.0,NA,NA	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	-0.083
27432	"ENSG00000162706.12_1"	"CADM3"	chr1	+	159159560	159159662	159141398	159141643	159161725	159161866	27432	0,0,0,0,0,0,0,0,0,0,0,0,0	51,144,96,0,0,0,0,0,21,0,84,0,0	0,0,0,0,0,0,8,0,0,0	0,0,0,0,1,110,0,12,0,0	252	150	1	1.0	0.0,0.0,0.0,NA,NA,NA,NA,NA,0.0,NA,0.0,NA,NA	NA,NA,NA,NA,0.0,0.0,1.0,0.0,NA,NA	-0.25
27437	"ENSG00000143252.14_1"	"SDHC"	chr1	+	161326466	161326630	161310383	161310445	161332118	161332223	27437	0,192,0,684,0,1,0,0,25,0,498,18,0	0,49,0,0,0,0,0,0,0,0,0,0,0	0,625,0,0,0,61,0,0,0,1	0,0,0,0,0,0,0,0,0,0	314	150	1	1.0	NA,0.652,NA,1.0,NA,1.0,NA,NA,1.0,NA,1.0,1.0,NA	NA,1.0,NA,NA,NA,1.0,NA,NA,NA,1.0	-0.058
27491	"ENSG00000160551.10_2"	"TAOK1"	chr17	+	27807385	27807499	27805268	27805365	27809214	27809306	27491	0,101,0,75,0,119,0,0,0,0,0,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0	93,467,0,0,0,0,0,14,6,0	0,0,0,0,0,0,0,30,0,0	264	150	1	1.0	NA,1.0,NA,1.0,NA,1.0,NA,NA,NA,NA,NA,1.0,NA	1.0,1.0,NA,NA,NA,NA,NA,0.21,1.0,NA	0.198
27492	"ENSG00000126746.17_2"	"ZNF384"	chr12	-	6781515	6781698	6779925	6780004	6782381	6782606	27492	0,54,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,166,0,0,0,0,0,0,0	0,0,0,0,0,9,0,0,96,0	0,0,0,0,0,0,0,0,0,0	333	150	1	1.0	NA,1.0,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,1.0,NA,NA,1.0,NA	-0.5
27493	"ENSG00000126746.17_2"	"ZNF384"	chr12	-	6786332	6786425	6782381	6782606	6787292	6787626	27493	0,0,0,0,0,0,0,0,2,0,0,0,0	0,0,0,0,1,0,0,0,12,0,179,129,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,2,0,0,0,0	243	150	1	1.0	NA,NA,NA,NA,0.0,NA,NA,NA,0.093,NA,0.0,0.0,NA	NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	0.023
27511	"ENSG00000233639.5_1"	"LINC01158"	chr2	-	105429166	105429242	105428890	105429076	105467769	105467911	27511	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,2,0,0,0	0,0,0,0,1,51,0,0,0,0	0,0,0,0,0,0,0,0,0,0	226	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA	NA,NA,NA,NA,1.0,1.0,NA,NA,NA,NA	-1.0
27512	"ENSG00000233639.5_1"	"LINC01158"	chr2	-	105429166	105429270	105428890	105429076	105467769	105467934	27512	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,2,0,0,0	0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	254	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA	NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA	-1.0
27513	"ENSG00000233639.5_1"	"LINC01158"	chr2	-	105429166	105429313	105428890	105429076	105467769	105467916	27513	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,2,0,0,0	0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	297	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA	NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA	-1.0
27527	"ENSG00000111300.9_2"	"NAA25"	chr12	-	112487286	112487415	112486095	112486247	112491361	112491461	27527	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,11,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,1,4,0	0,0,0,0,0,0,0,0,3,0	279	150	1	1.0	NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,1.0,0.418,NA	-0.709
27548	"ENSG00000107560.10_1"	"RAB11FIP2"	chr10	-	119793492	119793552	119774575	119774621	119798482	119798951	27548	0,0,0,54,0,0,0,0,0,0,0,0,0	0,37,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,0,15,0,0,0	210	150	1	1.0	NA,0.0,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,0.0,NA,NA,NA,NA,0.0,NA,NA,NA	0.5
27562	"ENSG00000152583.12_2"	"SPARCL1"	chr4	-	88420672	88420737	88416132	88416279	88450196	88450244	27562	2,688,566,907,64,511,2,336,195,799,2465,4,58	0,0,0,0,0,0,0,0,0,0,0,0,0	296,30,0,841,0,455,511,70,263,8	0,0,0,0,0,38,0,0,0,0	215	150	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,NA,1.0,NA,0.893,1.0,1.0,1.0,1.0	0.013
27564	"ENSG00000152583.12_2"	"SPARCL1"	chr4	-	88425973	88426075	88420672	88420737	88450196	88450609	27564	0,1,0,0,0,0,0,0,0,0,34,0,0	0,243,141,385,2,142,1,336,83,703,1825,2,52	0,7,0,0,0,0,73,0,0,0	9,30,0,687,0,170,246,187,126,8	252	150	1	1.0	NA,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0	0.0,0.122,NA,0.0,NA,0.0,0.15,0.0,0.0,0.0	-0.033
27569	"ENSG00000133612.18_1"	"AGAP3"	chr7	+	150817073	150817232	150815380	150815719	150819811	150820722	27569	124,150,0,0,0,0,0,0,19,0,144,0,0	0,0,0,1,0,0,0,0,0,0,0,0,0	8,0,0,0,1,2,81,0,1,0	0,0,0,0,0,0,0,1,0,0	309	150	1	1.0	1.0,1.0,NA,0.0,NA,NA,NA,NA,1.0,NA,1.0,NA,NA	1.0,NA,NA,NA,1.0,1.0,1.0,0.0,1.0,NA	-0.033
27570	"ENSG00000133612.18_1"	"AGAP3"	chr7	+	150817606	150817654	150817073	150817232	150819811	150819880	27570	12,0,0,0,0,0,0,0,0,1,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,36,0,0,0	8,0,0,0,0,1,0,0,1,0	198	150	1	1.0	1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	0.0,NA,NA,NA,NA,0.0,1.0,NA,0.0,NA	0.75
27571	"ENSG00000133612.18_1"	"AGAP3"	chr7	+	150817606	150817832	150817073	150817232	150819811	150819965	27571	12,253,2,998,0,0,0,0,5,1,115,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,36,0,0,0	8,0,0,0,0,1,0,0,1,0	376	150	1	1.0	1.0,1.0,1.0,1.0,NA,NA,NA,NA,1.0,1.0,1.0,NA,NA	0.0,NA,NA,NA,NA,0.0,1.0,NA,0.0,NA	0.75
27572	"ENSG00000133612.18_1"	"AGAP3"	chr7	+	150817606	150817832	150817073	150817232	150820880	150820937	27572	12,177,1,540,0,0,0,0,0,1,0,0,0	0,0,0,58,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,36,0,0,0	0,0,0,0,0,0,0,0,0,6	376	150	1	1.0	1.0,1.0,1.0,0.788,NA,NA,NA,NA,NA,1.0,NA,NA,NA	NA,NA,NA,NA,NA,NA,1.0,NA,NA,0.0	0.458
27588	"ENSG00000148219.16_2"	"ASTN2"	chr9	-	119903604	119903757	119858322	119858430	119976636	119976832	27588	0,0,0,0,0,2,0,0,0,0,181,0,0	0,0,0,0,0,0,0,1,0,0,0,0,0	240,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,2,0,0,0	303	150	1	1.0	NA,NA,NA,NA,NA,1.0,NA,0.0,NA,NA,1.0,NA,NA	1.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA	0.167
27591	"ENSG00000111728.10_2"	"ST8SIA1"	chr12	-	22408213	22408323	22401759	22402032	22440082	22440128	27591	0,0,0,0,0,0,0,0,0,0,0,0,0	0,29,0,0,0,0,0,0,11,0,0,0,0	0,46,0,0,0,22,0,0,0,0	0,0,0,0,0,0,0,0,0,0	260	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	NA,1.0,NA,NA,NA,1.0,NA,NA,NA,NA	-1.0
27595	"ENSG00000101017.13_2"	"CD40"	chr20	+	44750362	44750537	44747011	44747033	44750871	44750997	27595	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,14,0,0,0,0	0,0,0,0,0,4,0,0,0,0	0,0,0,0,0,0,0,0,0,0	325	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	-1.0
27596	"ENSG00000101017.13_2"	"CD40"	chr20	+	44750458	44750537	44746910	44747033	44750871	44750997	27596	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,14,0,0,0,0	0,0,0,0,0,4,0,0,0,0	0,0,0,0,0,0,0,0,0,0	229	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	-1.0
27610	"ENSG00000164615.4_1"	"CAMLG"	chr5	+	134076752	134077213	134074190	134074482	134079676	134079742	27610	0,199,0,0,0,21,0,0,0,0,20,0,0	0,0,0,0,0,0,0,0,6,0,0,154,0	0,0,0,0,0,36,1,3,8,0	0,0,0,0,0,0,0,0,0,0	611	150	1	1.0	NA,1.0,NA,NA,NA,1.0,NA,NA,0.0,NA,1.0,0.0,NA	NA,NA,NA,NA,NA,1.0,1.0,1.0,1.0,NA	-0.4
27611	"ENSG00000164615.4_1"	"CAMLG"	chr5	+	134079676	134079742	134074272	134074482	134086448	134087067	27611	0,0,0,0,0,0,0,0,6,0,0,155,0	0,10,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,53,73,3,0,0	0,0,0,0,0,9,0,0,0,0	216	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,1.0,NA	NA,NA,NA,NA,NA,0.804,1.0,1.0,NA,NA	-0.268
27614	"ENSG00000135749.18_2"	"PCNX2"	chr1	-	233248590	233248712	233231500	233231609	233270758	233270936	27614	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,36,0,0,0,0,0,2,0,0,0	0,2,0,0,0,0,0,0,0,0	5,0,0,0,0,0,29,0,0,0	272	150	1	1.0	NA,NA,NA,0.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA	0.0,1.0,NA,NA,NA,NA,0.0,NA,NA,NA	-0.333
27652	"ENSG00000204130.12_1"	"RUFY2"	chr10	-	70164427	70164601	70161376	70161494	70166942	70166993	27652	0,26,0,437,67,181,2,94,56,0,193,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0	81,2,0,1,0,92,0,0,16,0	0,0,0,0,0,0,0,0,70,0	324	150	1	1.0	NA,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA	1.0,1.0,NA,1.0,NA,1.0,NA,NA,0.096,NA	0.181
27653	"ENSG00000051825.14_2"	"MPHOSPH9"	chr12	-	123646661	123646739	123645682	123645930	123647560	123647583	27653	0,0,0,0,0,0,0,0,62,0,0,0,0	0,3,0,0,0,0,0,0,8,0,0,0,0	0,16,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,1,244,0	228	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,0.836,NA,NA,NA,NA	NA,1.0,NA,NA,NA,NA,NA,0.0,0.0,NA	0.085
27654	"ENSG00000051825.14_2"	"MPHOSPH9"	chr12	-	123646661	123646765	123645682	123645930	123647560	123647681	27654	0,0,0,0,0,0,0,0,111,0,0,0,0	0,3,0,0,0,0,0,0,8,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,1,244,0	254	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,0.891,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,0.0,0.0,NA	0.446
27655	"ENSG00000051825.14_2"	"MPHOSPH9"	chr12	-	123687796	123687922	123687170	123687631	123694602	123694709	27655	0,56,0,0,0,24,0,0,0,0,0,0,0	0,0,1,1,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,15,0	480,0,0,0,0,0,0,0,0,0	276	150	1	1.0	NA,1.0,0.0,0.0,NA,1.0,NA,NA,NA,NA,NA,NA,NA	0.0,NA,NA,NA,NA,NA,NA,NA,1.0,NA	0.0
27658	"ENSG00000051825.14_2"	"MPHOSPH9"	chr12	-	123712009	123712119	123707584	123707674	123714807	123715069	27658	0,38,0,0,0,92,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,40,0,0,0,0	260	150	1	1.0	NA,1.0,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	1.0
27659	"ENSG00000051825.14_2"	"MPHOSPH9"	chr12	-	123712009	123712163	123707584	123707674	123714807	123714993	27659	35,101,0,0,0,158,0,0,16,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,40,0,0,0,0	304	150	1	1.0	1.0,1.0,NA,NA,NA,1.0,NA,NA,1.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	1.0
27660	"ENSG00000051825.14_2"	"MPHOSPH9"	chr12	-	123712092	123712163	123707584	123707674	123714807	123715069	27660	35,63,0,0,0,67,0,0,8,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,40,0,0,0,0	221	150	1	1.0	1.0,1.0,NA,NA,NA,1.0,NA,NA,1.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	1.0
27670	"ENSG00000122512.14_1"	"PMS2"	chr7	-	6035164	6035264	6031603	6031688	6036956	6037054	27670	0,0,0,0,0,0,0,0,0,0,0,0,0	0,65,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,149,0	0,0,0,0,0,0,0,0,0,0	250	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	-1.0
27690	"ENSG00000255526.6_2"	"NEDD8-MDP1"	chr14	-	24700857	24701073	24687589	24687637	24701455	24701491	27690	0,4,0,0,0,74,0,0,0,0,0,0,0	19,206,27,0,0,390,0,0,46,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,4,0,0,0,0,0,0,1,0	366	150	1	1.0	0.0,0.008,0.0,NA,NA,0.072,NA,NA,0.0,NA,NA,NA,NA	NA,0.0,NA,NA,NA,NA,NA,NA,0.0,NA	0.016
27691	"ENSG00000182606.14_2"	"TRAK1"	chr3	+	42192826	42192924	42190850	42191091	42218305	42218382	27691	0,0,0,11,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,0,0,0,0,0	248	150	1	1.0	NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA	1.0
27716	"ENSG00000104763.18_2"	"ASAH1"	chr8	-	17941489	17941795	17933049	17933096	17942184	17942311	27716	7,0,0,0,0,16,0,0,24,0,306,0,0	0,0,0,0,0,164,0,0,0,0,0,0,0	0,268,0,0,0,257,0,0,48,0	0,0,0,0,0,0,0,0,0,0	456	150	1	1.0	1.0,NA,NA,NA,NA,0.031,NA,NA,1.0,NA,1.0,NA,NA	NA,1.0,NA,NA,NA,1.0,NA,NA,1.0,NA	-0.242
27734	"ENSG00000163539.16_2"	"CLASP2"	chr3	-	33600616	33600667	33592743	33592887	33600798	33600877	27734	0,22,0,0,0,0,0,0,0,0,0,0,0	4,320,0,0,0,0,50,0,63,0,645,388,0	0,273,0,0,0,0,0,0,0,0	0,322,0,0,88,272,1,116,174,75	201	150	1	1.0	0.0,0.049,NA,NA,NA,NA,0.0,NA,0.0,NA,0.0,0.0,NA	NA,0.388,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0	-0.047
27735	"ENSG00000163539.16_2"	"CLASP2"	chr3	-	33605455	33605458	33602299	33602463	33612218	33612282	27735	0,6,0,0,0,0,0,0,5,0,0,0,0	1,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,61,330,0,47,231	0,1,0,0,0,107,302,0,0,0	153	150	1	1.0	0.0,1.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	NA,0.0,NA,NA,NA,0.359,0.517,NA,1.0,1.0	0.091
27736	"ENSG00000163539.16_2"	"CLASP2"	chr3	-	33612218	33612282	33602299	33602463	33614601	33614846	27736	1,124,0,2,0,0,2,0,2,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,107,302,0,0,0	0,0,0,0,0,0,237,0,0,0	214	150	1	1.0	1.0,1.0,NA,1.0,NA,NA,1.0,NA,1.0,NA,NA,NA,NA	NA,1.0,NA,NA,NA,1.0,0.472,NA,NA,NA	0.176
27737	"ENSG00000163539.16_2"	"CLASP2"	chr3	-	33615964	33615988	33614601	33614846	33617660	33617767	27737	13,0,0,0,0,0,0,0,3,0,357,0,0	1,79,0,0,0,0,0,0,0,0,0,79,1	0,0,0,0,0,2,3,0,382,0	0,0,0,0,46,16,262,0,236,1	174	150	1	1.0	0.918,0.0,NA,NA,NA,NA,NA,NA,1.0,NA,1.0,0.0,0.0	NA,NA,NA,NA,0.0,0.097,0.01,NA,0.583,0.0	0.348
