cluster	status	loglr	df	p	p.adjust	genes
chr4:clu_3800_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TMEM33
chr4:clu_3801_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TMEM33
chr4:clu_3802_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TMEM33
chr4:clu_3803_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SLC30A9
chr4:clu_3804_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SLC30A9
chr4:clu_3805_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SLC30A9
chr4:clu_3806_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SLC30A9
chr4:clu_3807_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SLC30A9
chr4:clu_3808_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3809_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ATP8A1
chr4:clu_3810_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ATP8A1
chr4:clu_3811_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ATP8A1
chr4:clu_3812_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ATP8A1
chr4:clu_3813_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ATP8A1
chr4:clu_3814_NA	Success	0.249198977124252	1	0.480204894207649	0.774308260385624	ATP8A1
chr4:clu_3815_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ATP8A1
chr4:clu_3816_NA	Success	16.2837926380744	4	1.46446082993437e-06	0.000326362884713081	ATP8A1
chr4:clu_3817_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ATP8A1
chr4:clu_3818_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ATP8A1
chr4:clu_3819_NA	Success	-0.330673068283431	3	1	1	ATP8A1
chr4:clu_3820_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ATP8A1
chr4:clu_3821_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KCTD8
chr4:clu_3822_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GUF1
chr4:clu_3823_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GUF1
chr4:clu_3824_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GUF1
chr4:clu_3825_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GNPDA2
chr4:clu_3826_NA	Success	0.851090946208387	2	0.426948899503695	0.732482220116206	GUF1
chr4:clu_3827_NA	Success	0.00512306977446997	1	0.919373267306358	1	GUF1
chr4:clu_3828_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GUF1
chr4:clu_3829_NA	Success	6.61837357300169	2	0.00133560143829918	0.0324501682786763	GNPDA2
chr4:clu_3830_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3831_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3832_NA	Success	7.76612925287554	5	0.00831447449009482	0.0894146764836427	GABRG1,GABRA2
chr4:clu_3833_NA	Success	0.0858679078792193	1	0.678573718486465	0.908475256182957	GABRA2
chr4:clu_3834_NA	Success	0.125210427471075	2	0.882311220530141	1	GABRA2
chr4:clu_3835_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GABRA2
chr4:clu_3836_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GABRA2
chr4:clu_3837_NA	Success	0.00101975520169617	1	0.963979028697872	1	GABRA2
chr4:clu_3838_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RP11-436F23.1
chr4:clu_3839_NA	Success	1.15919333822876	1	0.127852569086483	0.401939067032266	GABRA4
chr4:clu_3840_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GABRA4
chr4:clu_3841_NA	Success	1.94323807460273	3	0.27398646705034	0.589874432316832	GABRB1
chr4:clu_3842_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GABRB1
chr4:clu_3843_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GABRB1
chr4:clu_3844_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr4:clu_3845_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ATP10D
chr4:clu_3846_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ATP10D
chr4:clu_3847_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ATP10D
chr4:clu_3848_NA	Success	0.0422834190371759	2	0.958598057130115	1	NFXL1
chr4:clu_3849_NA	Success	0.575487888712132	1	0.283344978383227	0.600994701769201	NFXL1
chr4:clu_3850_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NFXL1
chr4:clu_3851_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NFXL1
chr4:clu_3852_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NIPAL1
chr4:clu_3853_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TEC
chr4:clu_3854_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr4:clu_3855_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SLAIN2
chr4:clu_3856_NA	Success	0.0091845237857342	1	0.892190902066689	1	SLAIN2
chr4:clu_3857_NA	Success	0.295731469412942	2	0.743987184514036	0.946761577189539	SLAIN2
chr4:clu_3858_NA	Success	0.78422783824044	1	0.210431428714886	0.518633752925355	FRYL
chr4:clu_3859_NA	Success	0.567691600512831	1	0.286629998335277	0.6042540679635	FRYL
chr4:clu_3860_NA	Success	1.22607120503125	1	0.117364583643485	0.385705817885409	FRYL
chr4:clu_3861_NA	Success	13.1978565532086	2	1.854572116988e-06	0.000398159773770805	FRYL
chr4:clu_3862_NA	Success	2.46805163836598	1	0.0263012674355393	0.17236419936966	FRYL
chr4:clu_3863_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FRYL
chr4:clu_3864_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FRYL
chr4:clu_3865_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FRYL
chr4:clu_3866_NA	Success	3.09764052899565	1	0.0128091380940765	0.113651480830275	FRYL
chr4:clu_3867_NA	Success	2.67707862253053	1	0.0206729231718754	0.150962199637294	OCIAD1
chr4:clu_3868_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	OCIAD1
chr4:clu_3869_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	OCIAD1
chr4:clu_3870_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3871_NA	Success	-1.55540196856782	3	1	1	OCIAD1
chr4:clu_3872_NA	Success	0.992716587264681	1	0.158819201333113	0.448216331104542	OCIAD2
chr4:clu_3873_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3874_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3875_NA	timeout	NA	NA	NA	NA	NA
chr4:clu_3876_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3877_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3878_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3879_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr4:clu_3880_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3881_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr4:clu_3882_NA	Success	3.35200256667925	3	0.0819550796372581	0.321047051391945	NA
chr4:clu_3883_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3884_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr4:clu_3885_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3886_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3887_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3888_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr4:clu_3889_NA	Not enough valid samples	NA	NA	NA	NA	NA
chr4:clu_3890_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3891_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3892_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr4:clu_3893_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3894_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3895_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3896_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3897_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3898_NA	Not enough valid samples	NA	NA	NA	NA	NA
chr4:clu_3899_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3900_NA	Success	0.721457996693587	3	0.695506529666894	0.919264233707807	NA
chr4:clu_3901_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3902_NA	Not enough valid samples	NA	NA	NA	NA	NA
chr4:clu_3903_NA	Not enough valid samples	NA	NA	NA	NA	NA
chr4:clu_3904_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3905_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3906_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3907_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr4:clu_3908_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3909_NA	Success	-3.8297979067292	7	1	1	NA
chr4:clu_3910_NA	timeout	NA	NA	NA	NA	NA
chr4:clu_3911_NA	Not enough valid samples	NA	NA	NA	NA	NA
chr4:clu_3912_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3913_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3914_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3915_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3916_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3917_NA	Not enough valid samples	NA	NA	NA	NA	NA
chr4:clu_3918_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3919_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3920_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr4:clu_3921_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3922_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr4:clu_3923_NA	Not enough valid samples	NA	NA	NA	NA	NA
chr4:clu_3924_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3925_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3926_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3927_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3928_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3929_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr4:clu_3930_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3931_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3932_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3933_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3934_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3935_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3936_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3937_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr4:clu_3938_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3939_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3940_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr4:clu_3941_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3942_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3943_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3944_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3945_NA	Success	0.0156372339030213	3	0.998542754768326	1	NA
chr4:clu_3946_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3947_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3948_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3949_NA	Not enough valid samples	NA	NA	NA	NA	NA
chr4:clu_3950_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3951_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3952_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3953_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3954_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3955_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3956_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3957_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr4:clu_3958_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3959_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3960_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3961_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr4:clu_3962_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3963_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3964_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3965_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3966_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3967_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3968_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3969_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3970_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3971_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3972_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3973_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3974_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3975_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3976_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3977_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3978_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3979_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3980_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr4:clu_3981_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3982_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3983_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3984_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr4:clu_3985_NA	Not enough valid samples	NA	NA	NA	NA	NA
chr4:clu_3986_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3987_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3988_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr4:clu_3989_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3990_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr4:clu_3991_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3992_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr4:clu_3993_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr4:clu_3994_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3995_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3996_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3997_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr4:clu_3998_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_3999_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4000_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4001_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4002_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr4:clu_4003_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4004_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4005_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr4:clu_4006_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr4:clu_4007_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4008_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4009_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr4:clu_4010_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4011_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4012_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4013_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4014_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4015_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4016_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4017_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4018_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4019_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4020_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4021_NA	Success	3.56581806855291	3	0.0678183550265264	0.290039527762848	NA
chr4:clu_4022_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4023_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4024_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4025_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4026_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4027_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr4:clu_4028_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4029_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4030_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4031_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4032_NA	Not enough valid samples	NA	NA	NA	NA	NA
chr4:clu_4033_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr4:clu_4034_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4035_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4036_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4037_NA	Not enough valid samples	NA	NA	NA	NA	NA
chr4:clu_4038_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4039_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4040_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4041_NA	Not enough valid samples	NA	NA	NA	NA	NA
chr4:clu_4042_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4043_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4044_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4045_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4046_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr4:clu_4047_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4048_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4049_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4050_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4051_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr4:clu_4052_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr4:clu_4053_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4054_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr4:clu_4055_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4056_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr4:clu_4057_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4058_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4059_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4060_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4061_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4062_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4063_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4064_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr4:clu_4065_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4066_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4067_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4068_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4069_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4070_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4071_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4072_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4073_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr4:clu_4074_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4075_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4076_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4077_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4078_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4079_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4080_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4081_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4082_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4083_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr4:clu_4084_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4085_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4086_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4087_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4088_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4089_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4090_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4091_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4092_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr4:clu_4093_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4094_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4095_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr4:clu_4096_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4097_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4098_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4099_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4100_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4101_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr4:clu_4102_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr4:clu_4103_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
