cluster	status	loglr	df	p	p.adjust	genes
chr6:clu_12076_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MRPL2
chr6:clu_12077_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CUL9
chr6:clu_12078_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CUL9
chr6:clu_12079_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TTBK1
chr6:clu_12080_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZNF318
chr6:clu_12081_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ABCC10
chr6:clu_12082_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ABCC10
chr6:clu_12083_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TJAP1
chr6:clu_12084_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TJAP1
chr6:clu_12085_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TJAP1
chr6:clu_12086_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TJAP1
chr6:clu_12087_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TJAP1
chr6:clu_12088_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	YIPF3
chr6:clu_12089_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	POLR1C
chr6:clu_12090_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RSPH9
chr6:clu_12091_NA	Success	8.10621653236149	1	5.66212843634482e-05	0.000712432643913716	VEGFA
chr6:clu_12092_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TMEM63B
chr6:clu_12093_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SLC29A1
chr6:clu_12094_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SLC29A1
chr6:clu_12095_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SLC29A1
chr6:clu_12096_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SLC29A1
chr6:clu_12097_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr6:clu_12098_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	AARS2
chr6:clu_12099_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SUPT3H
chr6:clu_12100_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SUPT3H
chr6:clu_12101_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SUPT3H
chr6:clu_12102_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENPP4
chr6:clu_12103_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RCAN2
chr6:clu_12104_NA	Success	4.6244454009078	1	0.00235638107379325	0.0170763058828688	RCAN2
chr6:clu_12105_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SLC25A27
chr6:clu_12106_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CD2AP
chr6:clu_12107_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_12108_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_12109_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_12110_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ICK
chr6:clu_12111_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FBXO9
chr6:clu_12112_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ELOVL5
chr6:clu_12113_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ELOVL5
chr6:clu_12114_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GCLC
chr6:clu_12115_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GCLC
chr6:clu_12116_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LRRC1
chr6:clu_12117_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LRRC1
chr6:clu_12118_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MLIP
chr6:clu_12119_NA	Success	0.843965476167114	2	0.430001975479327	0.702357007024007	MLIP
chr6:clu_12120_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MLIP
chr6:clu_12121_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MLIP
chr6:clu_12122_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MLIP
chr6:clu_12123_NA	Success	0.00745253610841701	1	0.902830647178153	1	HMGCLL1
chr6:clu_12124_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HMGCLL1
chr6:clu_12125_NA	Success	2.08810817026324	2	0.123921352298045	0.313222844108745	DST
chr6:clu_12126_NA	Success	3.11344139224593	2	0.0444477297642831	0.157659908572414	DST
chr6:clu_12127_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DST
chr6:clu_12128_NA	Success	-1.06941547699262	2	1	1	DST
chr6:clu_12129_NA	Success	0.561677732696808	1	0.289197081049239	0.548229565896321	DST
chr6:clu_12130_NA	Success	0.00176675495217182	1	0.952598998872673	1	DST
chr6:clu_12131_NA	Success	0.571108889631432	1	0.285184186920097	0.548229565896321	DST
chr6:clu_12132_NA	Success	0.756209148127937	1	0.21877044635205	0.462760386754528	DST
chr6:clu_12133_NA	Success	0.0863536829907616	1	0.677716809759508	0.917240835903826	DST
chr6:clu_12134_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DST
chr6:clu_12135_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DST
chr6:clu_12136_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DST
chr6:clu_12137_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DST
chr6:clu_12138_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DST
chr6:clu_12139_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DST
chr6:clu_12140_NA	Success	7.52064502627115	1	0.000105184540817157	0.00119243860629351	DST
chr6:clu_12141_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DST
chr6:clu_12142_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	BEND6
chr6:clu_12143_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	BEND6
chr6:clu_12144_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KIAA1586
chr6:clu_12145_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZNF451
chr6:clu_12146_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZNF451
chr6:clu_12147_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZNF451,BAG2
chr6:clu_12148_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PRIM2
chr6:clu_12149_NA	<=1 sample with coverage>0	NA	NA	NA	NA	PRIM2
chr6:clu_12150_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LINC00680,GUSBP4
chr6:clu_12151_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_12152_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_12153_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr6:clu_12154_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr6:clu_12155_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr6:clu_12156_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr6:clu_12157_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr6:clu_12158_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RP1-240B8.3
chr6:clu_12159_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RP1-240B8.3
chr6:clu_12160_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KHDRBS2
chr6:clu_12161_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KHDRBS2
chr6:clu_12162_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KHDRBS2
chr6:clu_12163_NA	Success	12.2171021666071	1	7.6891346237994e-07	1.91392590092398e-05	PHF3
chr6:clu_12164_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RP3-525N10.2
chr6:clu_12165_NA	Success	8.23672967156128	1	4.93358943062097e-05	0.000649305735409311	BAI3
chr6:clu_12166_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	BAI3
chr6:clu_12167_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	BAI3
chr6:clu_12168_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr6:clu_12169_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	BAI3
chr6:clu_12170_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LMBRD1
chr6:clu_12171_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	COL9A1
chr6:clu_12172_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FAM135A
chr6:clu_12173_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SMAP1
chr6:clu_12174_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SMAP1
chr6:clu_12175_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr6:clu_12176_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	OGFRL1
chr6:clu_12177_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	OGFRL1
chr6:clu_12178_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LINC00472
chr6:clu_12179_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RIMS1
chr6:clu_12180_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RIMS1
chr6:clu_12181_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RIMS1
chr6:clu_12182_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RIMS1
chr6:clu_12183_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RIMS1
chr6:clu_12184_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RIMS1
chr6:clu_12185_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KCNQ5
chr6:clu_12186_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MTO1
chr6:clu_12187_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MTO1
chr6:clu_12188_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EEF1A1
chr6:clu_12189_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SLC17A5
chr6:clu_12190_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	COX7A2
chr6:clu_12191_NA	Success	0.676436714481042	1	0.24477640759609	0.496988870232505	TMEM30A
chr6:clu_12192_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SENP6
chr6:clu_12193_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SENP6
chr6:clu_12194_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SENP6
chr6:clu_12195_NA	Success	12.143529541642	1	8.29947845363064e-07	2.02189421902278e-05	SENP6
chr6:clu_12196_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MYO6
chr6:clu_12197_NA	Success	0.26392815398151	1	0.467509508994901	0.730284294405405	MYO6
chr6:clu_12198_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MYO6
chr6:clu_12199_NA	Success	1.04946249292027	1	0.147402742907263	0.345852747190196	MYO6
chr6:clu_12200_NA	Error in sampler$call_sampler(c(args, dotlist)): Initialization failed.	NA	NA	NA	NA	MYO6
chr6:clu_12201_NA	Success	1.90092014196841	1	0.0511962850820766	0.171402767306952	MYO6
chr6:clu_12202_NA	Success	-17.6111989441279	2	1	1	MYO6
chr6:clu_12203_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	IRAK1BP1
chr6:clu_12204_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PHIP
chr6:clu_12205_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PHIP
chr6:clu_12206_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PHIP
chr6:clu_12207_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HMGN3
chr6:clu_12208_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HMGN3
chr6:clu_12209_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SH3BGRL2
chr6:clu_12210_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	BCKDHB
chr6:clu_12211_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	BCKDHB
chr6:clu_12212_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	IBTK
chr6:clu_12213_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UBE3D
chr6:clu_12214_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UBE3D
chr6:clu_12215_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	UBE3D
chr6:clu_12216_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DOPEY1
chr6:clu_12217_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DOPEY1
chr6:clu_12218_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DOPEY1
chr6:clu_12219_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DOPEY1
chr6:clu_12220_NA	Success	1.66619850626353	1	0.0679278096589284	0.212506399069599	DOPEY1
chr6:clu_12221_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DOPEY1
chr6:clu_12222_NA	Success	0.016347718813563	1	0.856509807830987	1	SNAP91
chr6:clu_12223_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SNAP91
chr6:clu_12224_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SNAP91
chr6:clu_12225_NA	Success	1.69919271500794	3	0.334182283961479	0.600688720778483	SNAP91
chr6:clu_12226_NA	Success	0.0307691116669275	1	0.804081028942558	1	SNAP91
chr6:clu_12227_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SNAP91
chr6:clu_12228_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CYB5R4
chr6:clu_12229_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MRAP2
chr6:clu_12230_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NT5E
chr6:clu_12231_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SNX14
chr6:clu_12232_NA	Not enough valid samples	NA	NA	NA	NA	SNX14
chr6:clu_12233_NA	Success	10.8597384053367	1	3.15571008767586e-06	5.63308000840932e-05	SNX14,RP11-321N4.5
chr6:clu_12234_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SNX14
chr6:clu_12235_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SNX14
chr6:clu_12236_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SNX14
chr6:clu_12237_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SYNCRIP
chr6:clu_12238_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SYNCRIP
chr6:clu_12239_NA	Error in sampler$call_sampler(c(args, dotlist)): Initialization failed.	NA	NA	NA	NA	SYNCRIP
chr6:clu_12240_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SNHG5
chr6:clu_12241_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr6:clu_12242_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HTR1E
chr6:clu_12243_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZNF292
chr6:clu_12244_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SMIM8,RP1-102H19.8
chr6:clu_12245_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RP1-102H19.8
chr6:clu_12246_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	C6orf165
chr6:clu_12247_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RARS2
chr6:clu_12248_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RARS2
chr6:clu_12249_NA	Success	-6.83692053371487e-05	1	1	1	ORC3
chr6:clu_12250_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CNR1
chr6:clu_12251_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PNRC1
chr6:clu_12252_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SRSF12
chr6:clu_12253_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RRAGD
chr6:clu_12254_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ANKRD6
chr6:clu_12255_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LYRM2
chr6:clu_12256_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MDN1
chr6:clu_12257_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MDN1
chr6:clu_12258_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MDN1
chr6:clu_12259_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	BACH2
chr6:clu_12260_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MAP3K7
chr6:clu_12261_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MAP3K7
chr6:clu_12262_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EPHA7
chr6:clu_12263_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr6:clu_12264_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr6:clu_12265_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FUT9
chr6:clu_12266_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FUT9
chr6:clu_12267_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NDUFAF4
chr6:clu_12268_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RP3-418C23.2
chr6:clu_12269_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RP11-436D23.1
chr6:clu_12270_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr6:clu_12271_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RP11-436D23.1
chr6:clu_12272_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RP11-436D23.1
chr6:clu_12273_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FBXL4
chr6:clu_12274_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PNISR
chr6:clu_12275_NA	Success	3.03996278558657	1	0.0136726531140364	0.0641606058015235	PNISR
chr6:clu_12276_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PNISR
chr6:clu_12277_NA	Success	10.2667788043434	2	3.47691936096414e-05	0.000491490452877029	PNISR
chr6:clu_12278_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	USP45
chr6:clu_12279_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TSTD3
chr6:clu_12280_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CCNC
chr6:clu_12281_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ASCC3
chr6:clu_12282_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GRIK2
chr6:clu_12283_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GRIK2
chr6:clu_12284_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GRIK2
chr6:clu_12285_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr6:clu_12286_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr6:clu_12287_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HACE1
chr6:clu_12288_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HACE1
chr6:clu_12289_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ATG5
chr6:clu_12290_NA	<=1 sample with coverage>0	NA	NA	NA	NA	ATG5
chr6:clu_12291_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RTN4IP1
chr6:clu_12292_NA	Success	0.00701730929426958	1	0.905697010779504	1	SOBP
chr6:clu_12293_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SEC63
chr6:clu_12294_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	OSTM1
chr6:clu_12295_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NR2E1
chr6:clu_12296_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SNX3
chr6:clu_12297_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SNX3
chr6:clu_12298_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LACE1
chr6:clu_12299_NA	Success	-4.71117597801197	2	1	1	ARMC2
chr6:clu_12300_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ARMC2
chr6:clu_12301_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ARMC2
chr6:clu_12302_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ARMC2
chr6:clu_12303_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ARMC2
chr6:clu_12304_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CEP57L1
chr6:clu_12305_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MICAL1
chr6:clu_12306_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZBTB24
chr6:clu_12307_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	WASF1
chr6:clu_12308_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	WASF1
chr6:clu_12309_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CDC40
chr6:clu_12310_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CDC40
chr6:clu_12311_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	METTL24
chr6:clu_12312_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CDK19
chr6:clu_12313_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CDK19
chr6:clu_12314_NA	Not enough valid samples	NA	NA	NA	NA	REV3L
chr6:clu_12315_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	REV3L
chr6:clu_12316_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	REV3L
chr6:clu_12317_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	REV3L
chr6:clu_12318_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	REV3L
chr6:clu_12319_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	REV3L
chr6:clu_12320_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	REV3L
chr6:clu_12321_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TRAF3IP2-AS1
chr6:clu_12322_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TRAF3IP2-AS1
chr6:clu_12323_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FYN
chr6:clu_12324_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FYN
chr6:clu_12325_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FYN
chr6:clu_12326_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TUBE1
chr6:clu_12327_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TUBE1
chr6:clu_12328_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LAMA4
chr6:clu_12329_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr6:clu_12330_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MARCKS
chr6:clu_12331_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HDAC2
chr6:clu_12332_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	DSE
chr6:clu_12333_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RWDD1
chr6:clu_12334_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KPNA5
chr6:clu_12335_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KPNA5
chr6:clu_12336_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FAM162B
chr6:clu_12337_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	GOPC
chr6:clu_12338_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MCM9
chr6:clu_12339_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FAM184A
chr6:clu_12340_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FAM184A
chr6:clu_12341_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FAM184A
chr6:clu_12342_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FAM184A
chr6:clu_12343_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FAM184A
chr6:clu_12344_NA	Not enough valid samples	NA	NA	NA	NA	FAM184A
chr6:clu_12345_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TBC1D32
chr6:clu_12346_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	HSF2
chr6:clu_12347_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SERINC1
chr6:clu_12348_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SERINC1
chr6:clu_12349_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SERINC1
chr6:clu_12350_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SERINC1
chr6:clu_12351_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FABP7
